,airline,manufacturer,model
N523VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-112
N524JB,JET BLUE AIRWAYS CORP,AIRBUS INDUSTRIE,A320-232
N524NK,MSN 2929 TRUST,AIRBUS,A319-132
N524UA,BANK OF UTAH TRUSTEE,BOEING,757-222
N524UW,AIRCRAFT MSN 3977 STATUTORY TRUST,AIRBUS,A321-231
N524VA,N524VA TRUST,AIRBUS,A319-112
N525NK,SPIRIT AIRLINES INC,AIRBUS,A319-132
N525US,DELTA AIR LINES INC,BOEING,757-251
N525VA,DS 128 FLUGZEUGFONDS III TRUST A STATUTORY TRUST,AIRBUS,A319-112
N526NK,AWAS 2963 TRUST,AIRBUS,A319-132
N526UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-222
N526VA,DS 128 FLUGZEUGFONDS III TRUST,AIRBUS,A319-112
N527NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-132
N527VA,B & B AIR ACQUISITION 3417 STATUTORY TRUST,AIRBUS,A319-112
N528CA,DELTA AIRLINES INC,BOMBARDIER INC,CL-600-2B19
N528NK,SPIRIT AIRLINES INC,AIRBUS,A319-132
N528UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-222
N528VA,SASOF III 3445 OWNER STATUTORY TRUST,AIRBUS,A319-112
N529JB,JETBLUE AIRWAYS CORP,AIRBUS INDUSTRIE,A320-232
N529NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-132
N529VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-112
N530NK,WILMINGTON TRUST COMPANY TRUSTEE,AIRBUS,A319-132
N530US,DELTA AIR LINES INC,BOEING,757-251
N530VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-112
N531JB,BOMBARDIER AEROSPACE CORP,BOMBARDIER INC,CL-600-2B16
N531NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-132
N531US,DELTA AIR LINES INC,BOEING,757-251
N532NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A319-132
N533NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N53441,UNITED AIRLINES INC,BOEING,737-924ER
N53442,UNITED AIRLINES INC,BOEING,737-924ER
N534JB,JETBLUE AIRWAYS CORP,AIRBUS INDUSTRIE,A320-232
N534NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A319-132
N534UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N535JB,JETBLUE AIRWAYS CORP,AIRBUS INDUSTRIE,A320-232
N535UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N536AA,KIDD ROBERT LEE,AMERICAN AIRCRAFT INC,FALCON XP
N536JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N536UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N537JB,JM AIR LLC,ROBINSON HELICOPTER CO,R66
N537UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N538CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N538UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N539US,DELTA AIR LINES INC,BOEING,757-251
N539UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N540US,DELTA AIR LINES INC,BOEING,757-251
N540UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N541US,DELTA AIR LINES INC,BOEING,757-251
N54241,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824
N542US,DELTA AIR LINES INC,BOEING,757-251
N542UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N543US,DELTA AIR LINES INC,BOEING,757-251
N543UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N544AA,FRIEDEMANN JON,FRIEDEMANN JON,VANS AIRCRAFT RV6
N544UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N545AA,PRAIRIE AERO LLC,PIPER,PA-32R-300
N545UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N546UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N54711,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-724
N547JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N548US,DELTA AIR LINES INC,BOEING,757-251
N549US,DELTA AIR LINES INC,BOEING,757-251
N549UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N550NW,DELTA AIR LINES INC,BOEING,757-251
N550WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N551AA,LEBLANC GLENN T,LEBLANC GLENN T,FALCON XP
N551NW,DELTA AIR LINES INC,BOEING,757-251
N551UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N551WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N552AA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N552JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N552NW,DELTA AIR LINES INC,BOEING,757-251
N552UA,UNICAL AVIATION INC,BOEING,757-222
N552UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N552WN,ACG ACQUISITION 30744 LLC,BOEING,737-7BX
N553AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N553NW,DELTA AIR LINES INC,BOEING,757-251
N553UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N553WN,BANK OF UTAH TRUSTEE,BOEING,737-7BX
N554AA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N554JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N554NW,DELTA AIR LINES INC,BOEING,757-251
N554UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N554WN,ALC B377 30746 LLC,BOEING,737-7BX
N555LV,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N555NW,DELTA AIR LINES INC,BOEING,757-251
N556AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N556JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N556NW,DELTA AIR LINES INC,BOEING,757-251
N556UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N556WN,SOUTHWEST AIRLINES CO,BOEING,737-7BD
N557AA,MARZ BARRY L,MARZ BARRY,KITFOX IV
N557NW,DELTA AIR LINES INC,BOEING,757-251
N557UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N557WN,SOUTHWEST AIRLINES CO,BOEING,737-790
N558AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N558JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N558UW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A321-231
N558WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N559AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N559JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N559UA,UNICAL AVIATION INC,BOEING,757-222
N559UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N559WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N560AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N560UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N560WN,SOUTHWEST AIRLINES CO,BOEING,737-790
N561AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N561JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N561UA,UNICAL AVIATION INC,BOEING,757-222
N561UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N561WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N562AA,ALPHA & OMEGA GROUP PC,YUNEEC INTERNATIONAL CO LTD,Q500 TYPHOON
N562JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N562UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N562WN,SOUTHWEST AIRLINES CO,BOEING,737-790
N563JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N563UA,UNICAL AVIATION INC,BOEING,757-222
N563UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N563WN,WILMINGTON TRUST CO TRUSTEE,BOEING,737-752
N564AA,DELTA MATERIAL SERVICES LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N564JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N564UA,UNICAL AVIATION INC,BOEING,757-222
N564WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-73V
N565AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N565JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N565UA,UNICAL AVIATION INC,BOEING,757-222
N565WN,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-76Q
N566AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N566JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N566UA,UNICAL AVIATION INC,BOEING,757-222
N566WN,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N567UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N567WN,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N56859,UNITED AIRLINES INC,BOEING,757-324
N568AA,DELTA MATERIAL SERVICES LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N568JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N568UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N568WN,SOUTHWEST AIRLINES CO,BOEING,737-76N
N569JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N569UA,UNICAL AVIATION INC,BOEING,737-500
N569WN,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N570AA,DELTA MATERIAL SERVICES LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N570JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N570WN,SOUTHWEST AIRLINES CO,BOEING,737-7CT
N571AA,DELTA MATERIAL SERVICES LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N571JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N572UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N573AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N573UA,UNICAL AVIATION INC,BOEING,767-300
N573UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N57439,UNITED AIRLINES INC,BOEING,737-924ER
N574AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N574UA,UNICAL AVIATION INC,BOEING,737-86N
N575AA,HANSON PAUL J,CESSNA,210-5(205)
N575UA,UNICAL AVIATION INC,AIRBUS,A340-642
N575UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N576AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N576UA,SAF B757 MSN 26690 LLC,BOEING,757-222
N576UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N577UA,UNICAL AVIATION INC,BOMBARDIER INC,DHC-8-402
N57852,UNITED AIRLINES INC,BOEING,757-324
N57855,UNITED AIRLINES INC,BOEING,757-324
N57857,UNITED AIRLINES INC,BOEING,757-324
N57862,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N57863,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N57864,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N57868,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N57869,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N57870,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-33N
N578AA,BANK OF UTAH TRUSTEE,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N578UA,CFM MATERIALS LP,BOEING,737-73V
N578UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N579JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N579UA,CFM MATERIALS LP,BOEING,737-700
N579UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N580JB,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N580UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N581AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N581UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N582AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N582CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N582UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N583AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N583JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N583UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N584JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N584UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N585AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N585JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N585UW,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A321-231
N586AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N586JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N586NW,DELTA AIR LINES INC,BOEING,757-351
N586UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N587AA,BANK OF UTAH TRUSTEE,MCDONNELL DOUGLAS,DC-9-82(MD-82)
N587JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N587UW,AMERICAN AIRLINES INC,AIRBUS,A321-231
N588JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N588NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A321-231
N589JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N590AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N590JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N591JB,JETBLUE AIRWAYS CORPORATION,AIRBUS,A320-232
N592AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N592JB,JETBLUE AIRWAYS CORPORATION,AIRBUS,A320-232
N593JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N594AA,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N594JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N594NW,DELTA AIR LINES INC,BOEING,757-351
N595AA,AEROTHRUST HOLDINGS LEASING LLC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N595JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N597JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N598AA,FRONTERA FLIGHT HOLDINGS INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N598JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N599AA,FRONTERA FLIGHT HOLDINGS INC,MCDONNELL DOUGLAS,DC-9-83(MD-83)
N599JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N600QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N600WN,U S BANK NA TRUSTEE,BOEING,737-3H4
N601AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N601NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N601WN,U S BANK NA TRUSTEE,BOEING,737-3H4
N602NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N602SW,U S BANK NA TRUSTEE,BOEING,737-3H4
N603AT,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,717-200
N603DL,DELTA AIR LINES INC,BOEING,757-232
N603JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N603NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N603SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N604AA,JETRAN LLC,BOEING,757-223
N604AW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N604NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N604QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N604SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N605JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N605NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N605QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N605SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N606JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N606LR,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N606NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N606SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N607AT,HAWK LEASING INC,BOEING,717-200
N607JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N607LR,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2D24
N607NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232
N607SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N608AT,BCC EQUIPMENT LEASING CORP,BOEING,717-200
N608JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N608NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N608QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N608SW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-3H4
N609DL,WILMINGTON TRUST COMPANY TRUSTEE,BOEING,757-232
N609NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N609SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N610DL,WILMINGTON TRUST CO TRUSTEE,BOEING,757-232
N610WN,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N611NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N611QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N611SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N612JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N612NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N612QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N613DL,DELTA AIR LINES INC,BOEING,757-232
N613JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N613NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N613SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N614DL,DELTA AIR LINES INC,BOEING,757-232
N614NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N614QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N614SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N615DL,DELTA AIR LINES INC,BOEING,757-232
N615JB,JETBLUE AIRWAYS,AIRBUS,A320-232
N615NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N615QX,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOMBARDIER INC,CL-600-2C10
N615SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N616NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N616SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N617DL,DELTA AIR LINES INC,BOEING,757-232
N617NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N61881,UNITED AIRLINES INC,BOEING,737-924ER
N61882,UNITED AIRLINES INC,BOEING,737-924ER
N61886,UNITED AIRLINES INC,BOEING,737-924ER
N61887,UNITED AIRLINES INC,BOEING,737-924ER
N61898,UNITED AIRLINES INC,BOEING,737-900ER
N618DL,DELTA AIR LINES INC,BOEING,757-232
N618JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N618NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N618WN,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N619NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N619SW,COULSON AVIATION (USA) INC,BOEING,737-3H4
N620NK,WELLS FARGO BANK NORTHWEST NA  TRUSTEE,AIRBUS,A320-232
N620SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N621JB,JETBLUE AIRWAYS,AIRBUS,A320-232
N621NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-232
N621SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N621VA,JET-I 2616 OWNER TRUST,AIRBUS,A320-214
N622NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-232
N622SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N622VA,AFS INVESTMENTS 48 LLC,AIRBUS,A320-214
N623AA,WILMINGTON TRUST COMPANY - TRUSTEE,BOEING,757-223
N623DL,DELTA AIR LINES INC,BOEING,757-232
N623JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N623NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-232
N623SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N623VA,JET-I 2740 OWNER TRUST,AIRBUS,A320-214
N624AW,JETPRO INTERNATIONAL LLC,AIRBUS INDUSTRIE,A320-231
N624JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N624NK,WILMINGTON TRUST CO TRUSTEE,AIRBUS,A320-232
N624SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N624VA,AFS INVESTMENTS 67 LLC,AIRBUS,A320-214
N625JB,JETBLUE AIRWAYS CORPORATION,AIRBUS,A320-232
N625NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N625SW,US BANK NA TRUSTEE,BOEING,737-3H4
N625VA,AFS INVESTMENTS 67 LLC,AIRBUS,A320-214
N626NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N626SW,US BANK NA TRUSTEE,BOEING,737-3H4
N626VA,WELLS FARGO BANK NORTHWEST N A TRUSTEE,AIRBUS,A320-214
N627DL,DELTA AIR LINES INC,BOEING,757-232
N627JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N627NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N627SW,U S BANK NA TRUSTEE,BOEING,737-3H4
N627VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N62849,UNITED AIRLINES INC,BOEING,737-924ER
N62883,UNITED AIRLINES INC,BOEING,737-924ER
N62884,UNITED AIRLINES INC,BOEING,737-924ER
N62889,UNITED AIRLINES INC,BOEING,737-924ER
N62892,UNITED AIRLINES INC,BOEING,737-924ER
N62894,UNITED AIRLINES INC,BOEING,737-924ER
N62895,UNITED AIRLINES INC,BOEING,737-900ER
N62896,UNITED AIRLINES INC,BOEING,737-900ER
N628NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N628SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N628VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N629JB,JETBLUE AIRWAYS,AIRBUS,A320-232
N629NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N629SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N629VA,SPIREDELL TRUST,AIRBUS,A320-214
N630JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N630NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N630WN,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N631NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N631SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N631VA,WELLS FARGO BANK NORTHWEST NA OWNER TRUSTEE,AIRBUS,A320-214
N632JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N632NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N632SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N632VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N633DL,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,757-232
N633JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N633NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N633SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N633VA,N633VA TRUST,AIRBUS,A320-214
N634JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N634NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N634SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N634VA,N634VA TRUST,AIRBUS,A320-214
N635DL,DELTA AIR LINES INC,BOEING,757-232
N635JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N635NK,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-232
N635SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N635VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214
N636JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N636NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N636VA,V28V 3460 OWNER STATUTORY TRUST,AIRBUS,A320-214
N636WN,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N637AW,WILMINGTON TRUST CO TRUSTEE,AIRBUS INDUSTRIE,A320-231
N637JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N637NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N637SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
N637VA,V28V 3465 OWNER STATUTORY TRUST,AIRBUS,A320-214
N63820,UNITED AIRLINES INC,BOEING,737-924ER
N63890,UNITED AIRLINES INC,BOEING,737-924ER
N63899,UNITED AIRLINES INC,BOEING,737-900ER
N638JB,JETBLUE AIRWAYS CORP,AIRBUS,A320-232
N638NK,SPIRIT AIRLINES INC,AIRBUS,A320-232
N638SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4
