,tail_number,airline,manufacturer,model,manufacturer_short,model_short,manufacturer_model,seats
744,N348JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
745,N348NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
746,N348NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
747,N349NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
748,N349NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
749,N350NA,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
750,N351JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
751,N351NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
752,N351NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
753,N35204,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
754,N35236,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
755,N35260,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
756,N35271,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
757,N352NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
758,N352NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
759,N352SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
760,N353JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
761,N353NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
762,N353NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
763,N354JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
764,N354NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
765,N354NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
766,N354SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
767,N355JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
768,N355NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
769,N355NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
770,N356NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
771,N356SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
772,N357NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
773,N357NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
774,N357SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
775,N358JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
776,N358NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
777,N358NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
778,N358SW,INFINITY TRADING & SOLUTIONS LLC,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
779,N359NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
780,N359NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
781,N360NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
782,N360NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
783,N361NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
784,N361NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
785,N361VA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS,A320-214,AIRBUS,A320,AIRBUS A320,156.0
786,N36207,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
787,N36247,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
788,N36272,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
789,N36280,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
790,N362NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
791,N362NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
792,N363NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
793,N363NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
794,N36444,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
795,N36447,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
796,N36469,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
797,N36472,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
798,N364NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
799,N364NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
800,N365NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
801,N365NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
802,N366NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
803,N366NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
804,N367NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
805,N368JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
806,N368NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
807,N368NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
808,N36915,WELLS FARGO BANK NORTHWEST NA TRUSTEE,EMBRAER,EMB-145LR,EMBRAER,EMB,EMBRAER EMB,51.0
809,N369NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
810,N369NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
811,N370NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
812,N370NW,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
813,N370SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
814,N371CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
815,N371DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
816,N371NB,DELTA AIR LINES INC,AIRBUS,A319-114,AIRBUS,A319,AIRBUS A319,130.0
817,N371NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
818,N37252,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
819,N37253,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
820,N37255,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
821,N37263,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
822,N37267,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
823,N37273,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
824,N37274,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
825,N37277,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
826,N37281,UNITED AIRLINES INC,BOEING,737-824,BOEING,737,BOEING 737,150.0
827,N37287,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
828,N37290,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
829,N372DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
830,N372NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
831,N3730B,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
832,N3731T,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
833,N3732J,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
834,N3733Z,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
835,N3734B,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
836,N3735D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
837,N3736C,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
838,N3737C,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
839,N3738B,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
840,N3739P,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
841,N373DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
842,N373JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
843,N373NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
844,N373SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
845,N3740C,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
846,N37413,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
847,N37419,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
848,N3741S,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
849,N37420,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
850,N37422,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
851,N37427,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
852,N3742C,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
853,N37434,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
854,N37437,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
855,N3743H,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
856,N3744F,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
857,N37456,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
858,N3745B,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
859,N37462,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
860,N37464,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
861,N37465,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
862,N37466,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
863,N37468,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
864,N3746H,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
865,N37470,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
866,N37471,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
867,N37474,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
868,N3747D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
869,N3748Y,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
870,N3749D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
871,N374DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
872,N374JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
873,N374NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,AIRBUS,A320,AIRBUS A320,156.0
874,N374SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
875,N3750D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
876,N3751B,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
877,N3752,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
878,N3753,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
879,N3754A,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
880,N3755D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
881,N3756,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
882,N3757D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
883,N3758Y,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
884,N3759,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
885,N375DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
886,N375JB,JETBLUE AIRWAYS CORP,EMBRAER,ERJ 190-100 IGW,EMBRAER,ERJ 190,EMBRAER ERJ 190,99.0
887,N375NC,DELTA AIR LINES INC,AIRBUS,A320-212,AIRBUS,A320,AIRBUS A320,156.0
888,N375SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
889,N3760C,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
890,N3761R,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
891,N3762Y,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
892,N3763D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
893,N3764D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
894,N3765,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
895,N3766,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
896,N3767,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
897,N3768,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
898,N3769L,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
899,N376DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
900,N376NW,DELTA AIR LINES INC,AIRBUS,A320-212,AIRBUS,A320,AIRBUS A320,156.0
901,N376SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
902,N37700,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
903,N3771K,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
904,N3772H,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
905,N3773D,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
906,N377DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
907,N377NW,DELTA AIR LINES INC,AIRBUS,A320-211,AIRBUS,A320,AIRBUS A320,156.0
908,N378DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
909,N378NW,DELTA AIR LINES INC,AIRBUS,A320-211,AIRBUS,A320,AIRBUS A320,156.0
910,N378SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
911,N379DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
912,N379SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
913,N380DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
914,N380SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
915,N381DN,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
916,N38257,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
917,N38268,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-824,BOEING,737,BOEING 737,150.0
918,N382DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
919,N382SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
920,N383DN,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
921,N383SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
922,N38417,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
923,N38443,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
924,N38446,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
925,N38451,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
926,N38454,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
927,N38458,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
928,N38459,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
929,N38467,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
930,N38473,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
931,N38479,UNITED AIRLINES INC,BOEING,737-900ER,BOEING,737,BOEING 737,150.0
932,N384DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
933,N385DN,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
934,N385SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
935,N386DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
936,N386SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
937,N38727,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-724,BOEING,737,BOEING 737,150.0
938,N387DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
939,N387SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
940,N388DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
941,N388SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
942,N389DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
943,N389SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
944,N390DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
945,N390SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
946,N391CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
947,N391DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
948,N391SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
949,N392DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
950,N392SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
951,N393DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
952,N39415,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
953,N39416,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
954,N39418,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
955,N39423,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
956,N39450,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
957,N39461,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
958,N39463,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
959,N39475,UNITED AIRLINES INC,BOEING,737-924ER,BOEING,737,BOEING 737,150.0
960,N394DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
961,N394SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
962,N395DN,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
963,N395SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
964,N396DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
965,N396SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
966,N39728,WELLS FARGO BANK NORTHWEST NA TRUSTEE,BOEING,737-724,BOEING,737,BOEING 737,150.0
967,N397DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
968,N397SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
969,N398CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2C10,BOMBARDIER,CL,BOMBARDIER CL,65.0
970,N398DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
971,N398SW,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
972,N399DA,DELTA AIR LINES INC,BOEING,737-832,BOEING,737,BOEING 737,150.0
973,N399WN,U S BANK NA TRUSTEE,BOEING,737-3H4,BOEING,737,BOEING 737,150.0
974,N400WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
975,N401UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
976,N401WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
977,N402UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
978,N402WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
979,N403UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
980,N403WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
981,N404UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
982,N404WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
983,N405UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
984,N405WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
985,N406UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
986,N406WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
987,N407UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
988,N407WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
989,N408UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
990,N408WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
991,N409UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
992,N409WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
993,N410UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
994,N410WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
995,N411UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
996,N411WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
997,N412UA,WELLS FARGO BANK NORTHWEST NA TRUSTEE,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
998,N412WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,BOEING,737,BOEING 737,150.0
999,N413UA,UNITED AIRLINES INC,AIRBUS INDUSTRIE,A320-232,AIRBUS,A320,AIRBUS A320,156.0
